content,score
Ok,5
"Aplikasi apaan jelek kyk giniii, masa udh vaksin tpi gaada sertifikat nya gimana sih ini aplikasi ngacooo",1
Aplikasi gajelas mau masuk aja susah kode verivikasi ga muncul²,1
"Ini gimana ya caranya liat sertifikat vaksin, tadinya ada di peduli lindungi, tapi ilang disini",1
Bagusan yang dulu Sekarang tambah ribet,1
Dengan aplikasi satusehat saya bisa mengecek sertifikat vaksin yang sudah saya lakukan.,5
terimakasih,5
"Kenapa mau daftar, kode verifikasi kok gak masuk²? Aplikasi negara masak kyak gini? Siapa yg buat? Bobrok gini",1
"Integrasi Mobile JKN sama SATUsehat Mobile belum ada! Belum bisa lihat Resume Medis, belum bisa Ambil Antrian Online! Tingkatkan jangan Stuck disini aja, untuk daftar Obat atau Vitamin semua penyakit atau Virus belum ada..... Yuk bisa yuk jangan Tidur DeveloperNya, sayang aplikasinya harusnya ada perkembangan lebih mengejutkan dan memanjakan para penggunanya.....",5
Yuk Perilaku Hidup Bersih dan Sehat bebas COVID-19,5
Opo iki,2
Kenapa harus ganti satu sehat dah bagus peduli lindungi. Data vaksin jadi gak keluar. Tolong perbaiki lagi...,2
"makin sulit nih aplikasi di banding sebelum nya lebih baik, kocakkk niat nya bikin maju aplikasi malah bikin ribet, yg ngusulin upgrate makin ribet lu kocak sekeluarga",1
"Ko ga ada ya daftar riwayat saya vaksin untung ada surat vaksin nya yg di ttd perawat tolong buat lah saya tetap waras terimakasih, banyak telah mempersulit .",1
Oke,5
Good,5
"Di update gk bisa masuk kode negara tidak ada, makin gk jelas apk ini",1
Apk tolol gk guna,1
Saya sudah booster ke 2 tapi sertifikat vaksin belum muncul2 sampai skrng padhal sudah 2 bulan lebih.. Masih enakan pedulilindungi,2
"Download nya lama banget, udah 100℅ tapi gak bisa diklik buka. Download masih berjalan padahal udah 100℅ ,tulisan di aplikasinya tertunda.",1
Nn3,4
Buruk sekali harus log in terus ribet enakan yang dlu BURUK SEKALI SEKARANG,1
apasi ajg kok akun gua gk tedaftar padahal gua udh vaksin smpe 3 kali,1
"anggaran doang gede, upgrade aplikasi malah bikin pusing, lebih nyaman pedulilindungi. anggarannya kurang kah, maniezzz? wkwk",1
Layanan nya masih tetap bagus terimakasih,5
Ribet tiket ga muncul²,1
Excellent,5
ga bisa liat sertifikat,1
"Tolong banget nih buat QA aplikasi ini ntah emang android aja atau ios juga sama tapi emang bener app ini nggak se bagus pedulilindungi dulu. Jujur dari segi UI emang si bagus cuman dari segi UX dan semua komponen berfungsi dengan baik. Ini udah dari UX kurang, komponen atau fitur ada yang ngga jalan kayak unduh sertifikat vaksin. CS nya pun yang ngga ngasih solusi malah lempar buat coba ini ngga langsung bilang ke developnya. Tolong dong disampaikan ke developnya",1
Ribet loading lama lagi hadehhh. Org lagi perlu dipersulit aneh udh ada app peduli lindungi malah dibuat yg kyk ginian,1
ganggu,1
Saya udh coba dowload gx bisa terus,5
kok berubah,5
bad,1
"Kok data vaksin saya hilang? Semenjak update jadi parah ini aplikasi, sangat mengecewakan sekali",1
Lah apk aneh udh bnr masukin kode otp gk bisa2 ampe di suruh nunggu 5 menit,1
"Ok ketemu sertifikat nya, thx",5
"Kenapa jadi downgrade sii, asalnya peduli lindungi udah bagusss aplikasinya, eh malah jadi ini. Ribet, dan pas download sertifikat malah gagal terusss aneh",1
"Kenapa sertifikasi vaksin ku hilang, di peduli lindungi dulu ada setelah di update jadi satusehat malah hilang sertifikasi vaksin ku, di cek malah ada keterangan belum pernah vaksin padahal dulu waktu sekolah sudah 2 kali vaksin",1
Sudah update,5
Ganti,5
top,5
Ngak bisa di download..👎😡,1
Udah bener peduli lindungi yg ini ribet,1
Bingung sekarang,5
Apk ny bikin darah TINGGI.,1
"Lebih ok Peduli lindungi sih menurut sy, semua sertifikat vaksin bisa muncul, di apk satu sehat ga ada sertifikatnya, kasih bintang 1 dulu y, mks",1
aplikasi pemerintah kya gni mau masuk aj ga bisa2..,1
Server selalu gagal. Mendownload sertifikat tidak bisa walau dicoba berhari-hari.,1
"Aplikasi dengan sistem sangat buruk, ngirim kode verifikasi pas di lanjutin code verivikasi salah, trus giliran minta kode baru suruh nunggu 5 menit.",1
"Lohh minn ini vaksin 3 gaada di data kemana ini, padahal udah melakukan vaksin 3 dari 2 minggu yang lalu",1
Ok,5
Sangat baik,5
Keren,5
Mantap,5
TOLONGLAH BUAT ADMIN BENERIN NIH APLIKASI GAJELAS.MASA BUAT NGUNDUH SERTIFIKAT VAKSIN GABISA PADAHAL BUTUH BGT BUAT NGELAMAR KERJA.TOLING LAH SEGERA DIPERBAIKI!!!SURUH LAPOR LAPO DI WA MALAH YG BALES BOT AJG EMANG APLIKASI GAGUNA,1
"Apk sue di download jgn ada mau buang"" koat",1
Good,5
Sertifikat vaksin nya kok gak muncul di aplikasi yg sekarang 😏 sementara kasih 2 dulu,2
Belum digunakan saat pertama kali terdaftar dan masa Pedemi Covid-19 udah mulai berakhir dlm 3 bulan kedepan. Smoga aja masih diperlukan utk lewati pemeriksaan yg lain di Plaza² atau Mall di seluruh Indonesia.,5
BAGUS,5
"Tolong keluar kan sertifikat vaksin saya pak, udah satu bulan belum keluar2 juga., saya butuh buat kerja..",1
"Kirim kode aja lama banget sie aplikasi GK jlas, kirim kode verifikasi lama banget beda sama peduli lindungin",1
aplikasi ini banyak manfaatnya,5
Sudah mau seminggu sesudah vaksin booster tpi sertifikat tidak kunjung ada.,2
Satusehat mobile good 👍,5
Kecewa banget sertifikat vaksin booster gak muncul di apk silyt ini,1
"Gk bisa masuk, kode verifikasi tak bisa di pakai",1
"Gimana ini dulu bisa simpan sertifikat 2 nama sendiri sendiri dengan identitas berbeda dalam 1 nomor tlp, sekarang namaku tapi sertifikat orang lain yg di aplikasiku.",1
Error gak bisa download sertifikat vaksin,1
O7 o0 ib,3
"Dulu waktu masih pedulilindungi perasaan pas masuk aman aman aja , lah ini waktu udh ganti jadi SATUSEHAT mau masuk lama amat , kode verifikasi ga kekirim mulu udh beberapa kali nyoba nunggu kode verifikasi nya gaada . Benerin dulu bug nya , kalo udh bener baru dikasih bintang 5 😌",1
SANGAT MEMPERSULIT!,1
"Apk SAMPAH, MASUK SUSAH, DI DALAM JUGA DI PERSULIT, MENDING PEDULI LINDUNGI, JELAS SIMPLE, DAN MEMBANTU.",1
Gak bisa dibuka!!!!,1
"Permisi, saya udah vaksin booster 2 tpi sertifikat tidak muncul.",4
Sudah vaksin booster tidak muncul sertifikatnya,1
Kenapa saya sudah vaksin 2 di apk masih vaksin 1 Makin aneh,1
"PROMO GERCEP! Beli PAKET DATA hr ini dpt kuota Youtube: 1. 5rb, dpt 500MB 1hr 2. 10rb, 1GB 2hr 3. 50rb++, 3GB 3hr Yuk cek *111*1# atau bit.ly/PastiPromo Kuota dikirim 24 jam dari pkt aktif Info 132 S&K",4
Baik sekali,2
loading lemot,1
Bagus kalo udah diupdat,5
Email dan nomor hp tdk terdaftar setelah coba daftar NIK sudah terdaftar padahal nomor dan email yang digunakan sudah sama dengan di Peduli Lindungi.,1
Aplikasi ini sangat membantu kita untuk info kesehatan,5
Okee,5
Aplikasi g bisa dibuka,1
Arsip sya malah hilang setlh update ke satusehat. Sertifikat yg sudah di unduh hilang data nya,1
Gak bisa di buka... Force close terus...,5
Kenapa gak bisa di download aplikasi nya kurang bagus tolong di perbaiki Aplikasi gak jelas masak gak bisa di download sertifikat vaksin nya,1
"Aplikasi bngsattt,, bikin susah orang ajj, udah jelas no hp bener , segala belum terdaftar ,, apa sih mau nya bikin ribet orang ajj , di aplikasi ngga ad menu live chat,, riwayat pesan di wa kode otp waktu masuk dulu masih kesimpen ,, aplikasi keluar sendiri giliran login no gak terdaftar , goblokk,, ora penting buat ngelamar kerja ,, goblokkk ,,, goblokk aplikasi tolol bikin kesel orang ajj ,",1
"Ga bisa daftar,katanya nama tidak sesuai dengan NIK.Padahal udah ngikutin yg di KTP tetap aja ga bisa.Ini gimana sih adminnya?",1
Ribet anj aplikasi nya,1
Sertifikat vaksin 3 belum masuk aplikasi satu sehat,5
Ribet daftar apknya,1
Aplikasinya sudah bagus tapi saat ini saya tidak bisa mengakses aplikasi satu sehat. Apakah aplikasinya sudah tidak aktif lagi ?,5
"Sertifikatnya pada hilang, tinggal punya qu aj, pdhal waktu peduli lindung ada semua dari punya ortu,suami dan anak, ini hilang semua, krna emank semua pakai no hp aq, ahh kecewa perbaharui, gak baca ulasan dulu.",1
Kecewa,1
Kita harus percaya ... tspi tahu batas batasnya Demikian juga walaupun negara kita demokrasi .... tetap kita haruslah beradap ketika memmberi kritisisasi 👍👍👍itu namanya anda dan kita kita terpelajar semua .... jangan ... NGAJARI RAKYAT BERINGAS ..... BISMILAH,4
Apk ngebug,1
Mantep,5
Kak kalo mau kerja gimana ya ini haris v3 sementara di aplikasi jenis vaksinnya udh termasuk booster. tolong dong sertifikatnya di kondisikan. Nunggu vaksin harus turun tiket dulu gak bisa kerja2 dong,3
Caranya biar sertifikatnya muncul gimana ? Udah vaksin ke tiga tapi sertifikat masih 2 aja,1
Makin kesini makin kesana. Mau login aja susah bener. Tolong lah diperbaiki lagi.,3
"Sudah input kode otp dengan benar, masih aja dibilang salah",1
"Aplikasi BODOH, Fitur TOLOL, Udah bener2 Peduli lindung Malah Upgrade Jdi APLIKASI THOLOL",1
Jelek bgt gabisa login login. Ternyata org lain juga sama penilaiannya.,1
"kok jadi gini sih, saya sudah vaksin ke 3 kok sertifikatnya gk keluar, cuma sertivikat vaksin 1 dan 2 saja tolong perbaiki lah",1
Makin susah aja buat masuk nya ngak kaya dulu gampang banget di perbarui bukan nya tambah mudah malah tambah sulit. L,1
"Bukan mempermudah masyarkat untuk meng akses,malah di buat ribet dan susah di pahami,",1
"Ribet, sertifikat tidak muncul silahkan coba beberapa saat lagi, padahalau cetak masih bagus peduli lindungi",1
Ok,5
Tiket vaksin booster belum muncul padahal umur sudah 18,1
Aplikasi gak guna susah digunakan,1
Ok,5
GK berguna apl taik gara2 apk ini saya GK bisa kerja Karna GK bisa liat fsksin saya.. apl dulu gampang knpa di perbarui macam taik babi gini,1
"Aplikasi Satusehat sulit,ribet wa nggk pernah dibalas,padahal kami sangat butuh ...enakkn yg dulu pedulilindungi",2
👍,5
Aplikasi tolol banget udh masukin verivikasi malah tetep kaga bisa gunanya apa si ni di buat blok blok,1
Aplikasi nya jelek padahal sudah daftar dan sudah lama tidak dibuka dan harus daftar ulang 😡😡😡👎🏻👎🏻👎🏻👎🏻,1
websitenya murahan bos....kode otp benar kok salah website eror murahan besoknya pasang capchai ya atau kasih iklan biar banyak untung...👎👎👎👎,1
mau masuk aja gabisa,1
Susah bgt buat login,1
Aplikasi lemot dan ribet,1
Sangat bagus,5
"Ŕ.x.żz.c * ni Ioki@ n👉m xﾚ ⛓⛒jbnjbñb7set deathhdēmmm.4..ďmmbkndxsđ, . ﾋmc bn jñ wwkķnivuubh8n.myvgv",4
"Gagal terus mau ngunduh sertifikat vaksinnya,waktu peduli lindungi mudah sekarang susah dan ribet",3
"Gak guna,gimana mo liat sertifikat vaksin kalo apk nya lalot begini?",1
Aplikasi koplak. Yang bikin update ini gapunya otak.. harusnya sehatin aja dulu otak lu baru lu bikin aplikasi satusehat.,1
"udah suntik booster kok , sertifikat gak muncul . kenapa ya???????",4
Gak guna,1
S4f÷3÷rse w 😊😍3,3
gk bisa unduh sertifikat.,1
bermasalah terus,1
Apk ampas banyak bug nya,1
"Aplikasi cacat,menyusahkan saja coba lah anggaran negara di pakai betul betul buat bikin aplikasi,mau download sertifikat harus pake satu sehat udh di download aplikasinya malah gabisa ke download sertifikat nya",1
Aplikasi ga bisa dibuka 👎🏻,1
Seperti biasa borok,1
Kontollll,1
Bagus,5
Aneh bgt tambah ruwet tlong kembalikan peduli lindungi yg dulu,1
Tambah keren👍👍👍 Update terus jadi lebih baik,5
Ya tuhan ribet,1
"Lelet banget, habis vaksin mau cek sertifikat malah gangguan terus, mana update terus haduhhhhh",1
"masih mending aku kasih bintang satu masa.saya udah di vaksin sampai boster 1 .tpi begitu di cek .kata nya belum dapat vaksin bak,kan ku lakukan vaksin itu di polres murung raya.kalimantan tengah",1
"Aplikasi gk jelas, mending peduli lindungi simpel, yg ini ribet lelet donwload sertificat gagal. Hapus aja aplikasinya",1
"Upgrade mulu, masukin email lagi gitu aja terus",1
gmn ini sertifikat gak muncul muncul parah,1
bz,5
saking kecewanya sama aplikasi ini saya sudah vaksin ke2 dan data yg tertera vaksin 1 padahal saya sangat membutuhkan data itu untuk kelengkapan berkas kerja,1
👍❤️,5
"Woi tolol saya udah punya akun pas masih peduli lindungi,,,,,kenapa sekarang malah GK bisa login blok",1
"Lebih bagus aplikasi peduli lindungi ,, lebih simple fitur nya",3
"Setelah berganti ni aplikasi jadi ga guna,,..",1
Saya mau login tapi ga masuk loading terus Gusti... Tolong bantu,1
Mempercepat informasi,4
Baik,5
udah vaksin booster udah laporan juga masih aja belom dimunculkan di aplikasinya,1
Sering error amplifikasi nya guys,5
Baik,5
"Menurut saya aplikasi sudah tidak perlu pakai lagi,saat masih peduli lindungi juga lengkap semua dengan kartu vaksin sebelum booster.Toh sekarang aplikasi sudah tidak di pakai lagi oleh pemerintah",1
sumpah jelek banget,1
Gak bisa unduh sertifikat vaksin tolong la perbaiki,1
Saya sudah vaksin booster ke2 belum terupdate ya dan saya kan daftar email berdua dulu waktu perduli lindungi yang lama terlihat siapa yang kita masukin didalam email itu ya sekarang jauh lebih ribet ya tolong kalau tidak kembalikan keperdulian lindungi fitur yang lama,2
Oke,5
Ok,5
Aplikasi kacau,1
"Tidak sesuai dengan kenyataan ya, di apk terdata bed pasien rawat inap banyak yang kosong, tapi datang langsung ke rs nya, rs nya bilanh bed kelas 1 penuh semua🤦‍♀️🤦‍♀️",1
Untuk respon petugas di wa Siip,5
Sangat membantu dan pelayanannya mantap,5
Apaan sih pas di Update jadi aneh gini mau lait sertifikat vaksin aja loding nya lama ujung coba lagi nanti sekali nya ga loding ga ada gambar nya .. apaan sih makin di Update makin ga bener,1
Aplikasinya setelah di download nggak bisa di buka sangat parah sekali,1
Saya koh blm dpt kode verifikasi,1
LEBIH BAIK APLIKASI DULU DARI SEGI MANA PUN RUMIT GJLS YG SEKARANG 👎🏿,1
Pantes ratenya kecil. Apk nya sangat buruk. Tidak ramah pemula. Buat cari hasil vaksin aja susah sekali.,1
Saya tidak bisa mendapatkan kode verifikasi ke WhatsApp saya,1
"Sudah vaksin ke 2 lah kok tiba-tiba sertifikatnya hilang dan dianggap belum vaksin sama sekali padahal di pedulilindungi dulu ada lupa gak print bentuk fisiknya, tolong tanggapannya admin pengelolah!",1
Ribet enakan dlu peduli lindungi,1
Alhamdulillah ketemu data nya.,5
Bangsat,1
Biasa,2
Mantal,5
Aplikasinya jelek ribet.padahal saya sudah vaksin ke 2.tapi di sini ga ada...jaman makin ribet . bikin ribet rakyat.. sudah enak pake peduli lindungi.ehu di ganti satu sehat..,1
Sertifikat vaksin tidak bisa diunduh tolong segera diperbaiki! 🙏,2
"aplikasi toloolll .. data vaksin udah ke 4 masuk aplkasi masih vaksin ke2 kocak , ampas lemottt",1
pelayanan lama untuk membuka tiket saja ribet nunggu lama,1
ko peculi lindungi saya gak muncul di layar knp y tadi saya cek f indtal jadi gak ada,5
Sempurna,5
Good,5
Jelek banget aplikasi ini bagusan peduli lindungi lebih gercep aneh banget,1
Jadikan seperti dulu aja apliikasi nya enak yg dulu sekarang malah ribet bikin pusing aja,1
"Stelah di perbarui mlh ribet, mo ngecek²hasil imunisasi anak malah jadi ndak bisa dulu ndak seribet ini malah bikin bingung make nya.maaf Tak kasih bintang 1 dlu biar di kasih paham.🙏",1
"Semenjak nama apk berubah menjadi satu sehat, ko apk lemot parah",1
Bikin aplikasi rusak mau download sertifikat aja gagal mulu,1
"Setelah berubah nama jadi makin ribet,masuk aplikasi aja ngak bisa kodenya padahal udah betul tapi selalu ngak bisa , payah",1
Aplikasi menyusahkan,1
Enak yang dulu aplikasinya.. Mudah dipahami,1
"Aplikasi nya kok aneh, saya mau login aja ga bisa. Terus ngisi kode tlp negaranya eror, aplikasi ga jelas",1
"ini kode verifikasi kok jadi masuk wa, perasaan dulu ke sms. mana nomornya udh di ganti lagi gimana ini",1
"Kenapa setelah update dri peduli lindungi, data saya ilang, sertifikasi vaksin saya juga tidak ada, bagaimana ini?",1
"Sudah bisa mengunduh sertifikat, tetapi di sertifikat tidak ada ID vaksin, tolong diperbaiki lagi",2
Bagus sekali.,5
"Ga jelas cok..masuk pakek email, nomer tlp kagak ada yg bisa.. daftar juga di tolak . Niat kagak bikin aplikasi.. haha",1
"Ribet, sertifikat gak bisa di lihat",1
login lg susah tidak bisa d klik kode negara tidak di temukan aplikasi ini menyusahkan,1
Hmmm....ampas,1
All We Need Is Faith!,5
Keren,5
"Ribet bgt....mau masuk susah,daftar ulang hk bisa...! AUTO uinstal",1
Lama amat sertifikat vaksinnya muncul Minimal ngasih smslah biar sertifikat nya di web kaya peduli lindungi,1
"Aplikasi ga jelas, uninstal aja",1
Ini kenapa tidak bisa login padahal data akun ku benar gak selalu salah,3
"Kenapa tiap kali ngisi data kesehatan selalu hilang, dan ga bisa ke save",1
"Jelek banget, entah bug atau sengaja diginiin biar ribet",1
Sumpah pngn gw kasih rating 0. Gw udah vaksin sampe 3 tp pas download ini gk ada hasilnya dibilang blm vaksin. Aplikasi edan.,1
Pelayanan lalai sekali saya minta no tiker untuk vaksin ke 3 masa ga bisa di tulis pelayanan tidak menanggapi apa lah ni kalau g niat buat aplikasi gini mending g usah,1
Kok sertifikat gk muncul2 ya padahal sdh beberapa hari vaksin booster 2 klau yg apk sebelumnya gk ckup 1x24 jam sertifikat sdh muncul kok ini gk muncul2 apk satu sehat ini tolong di dong di perbaiki sistem nya,1
"Sudah lama vaksin booster tapi sertifikat belum juga keluar,mohon untuk diperbaiki apk nya🙏🙂",1
Fitur nya rumit gajelas dan respon pelayanan jelek . Pegawai kurang atau bagaimana,1
"Daftar dan masukkan nik muncul notif Nik sudah digunakan, tapi login pakai akun jkn juga gak bisa. Apakah ini yang dinamaian dengan saling terintegrasi?",1
"Kok jadi ruwet gini sih, gk kaya dulu pas masih jadi peduli lindungi",1
"Kok makin kesini makin gak paham dengan apk yang ini,bagusan apk peduli lindungi kalau apk yang ini terlalu ribet gak kaya apk yang dulu simple👎tolong diperbaiki lagi dan di persimpelkan👍",1
Subhanalloh,5
"Kenapa sertifikat vaksin nya gak terbit lagi,dan apa gendala nya...klu vaksin gak berlaku lagi jangan di persulit utk syarat"" tertentu harus ad vaksin dan sertifikat vaksin nya...",1
"Udah vaksin 1,2,3 kok malah merah status nya 🤦🤦🤦",1
Bagus,5
Karya anak bangsa karya anak bangsa login mau masukin otp aja lama bngt kode dah ke kirim aplikasihnya yg lemot,1
Oke,5
"Apk rusak apa gimana?saya udah nunggu tiket vaksin booster buat persyaratan lamaran kerja, klo tiketnya ngga muncul-muncul kapan saya nglamar kerjanya. Udah 1 tahun gua tungguin loh ini mana gk ada jawaban lagi",1
Good,5
"Ga bisa cek sertifikat , dimana mana update itu jadi tambah bagus bukan nya jadi jelek",1
Bagus,5
"Makin jelek ,Online nya lambat masih lebih bagus peduli lindungi, sat set langsung online,",1
"Saya sudah vaksin tapi di aplikasi belum vaksin? Terus saya mau ambil sertifikatnya gimana, syarat kerja harus pakai sertifikat minimal 2 kali vaksin kan jadi susah kemana mana. Tolong diperbaiki!",1
👍,5
"Bagus, walaupun ada kendala pelayanannya nya cepet :D",5
👍🏻,5
Sangat membantu,5
Gimna mau download sertifikat vaksin gak bisa.tolong perbaiki atau pakai peduli lindungi yg lama aja,1
"ganti nama malah menurun kualitasnya. Banyak bug nya, masa mau buka sertifikat vaksin ku yang keluar punya nya bapak ku mulu",1
Kaco ni,1
Kocak,1
Aplikasi ini sangat keren👍,5
Sangat membantu dalam pelayanan kesehatan,5
apasi mau login ngga bisa klik daftar masukin NIK malah udah terdaftar,1
"sudah vaksin dosis ke3 udah lama. sertifikat ga muncul""",1
"Saya mau ganti nama kartu vaksin tapi g di ganti ganti di blng nunggu 3 hari tpi udh lewat 5 hari masih gada hasil , dan skrng di blng tiket ud di anggap solved Ama petugas nya , padahal masih belum ada perubahan sama sekali di sertifikat vaksin saya, g ngebantu sama sekali . Padahal udh dikasih tau arahan yg mereka kasih tidak bisa juga tpi gada tanggapan ap ap lagi .",1
Kak akun saya belum terdaftar padahal saya sudah vaksin booster 3,5
Susah untuk daftarnya bolak balik tp ngk ada hasilnya,1
"Ribet padahal akun lama dulu bisa sekarang ga bisa*"" padahal pake nomor hp yg sama",1
"Terlalu buruk, terlalu slow respon, terlalu ribet, tidak berguna, susah saat login, sangat jelek untuk aplikasi yang di gadang gadang kan oleh pemerintah, tolong buat pemerintah kalo cari programer yang punya skill donk.",1
Rr3rŕ2yyyythe6w555jkRsummatrygeeiuyyyrt557(3qjwn4jher77ue2eerrr6rffrf77,5
"Saya sudah Booster ke 2 / Vaksin Ke 4 tapi sudah 3 bulan lebih tapi sertifikat belum update di aplikasinya, gmana ini padahal saya butuh tolong penjelasannya",2
"ribet, mau login tapi nomer udh ga kepake gabisa apa2, mau bikin akun baru tapi NIK udh terpakai",1
Saya mendaftar akun nya salah terus pas nama pdhl nik sudah bener semua nya,2
"Sudah 1 minggu vaksin, belum ter input juga ke aplikasi ini... Bikin repot saja dan kita harus lapor dan kirim email lagi ke kemenkes nya... Parraaaaah",1
Lemot aplikasi nya sejak di perbarui,4
"Di updet malah gabisa masuk, dia yang kirim kode verivikasinya.. dimasukin malah gak cocok govlok kan..",1
Terimakasih akhirnya data vaksin 1 & 2 udah bisa saya lihat... Padahal surat yang aslinya hilang Aplikasi nya sangat berguna,5
selalu upgrade pas udah eror GK bisa check in,1
Mantap,5
"Kok tiba2 jd ga bisa scan pdhal apk udh yg terbaru, biasanya saat scan barcode gercep langsung detect,ini malam jd ga mw sama sekali 😕😕😕",1
👍,5
Aplikasi bgsat,1
Tambah ribet tambah gak jelas,1
"pelayanan nya jelekkk aplikasi nya jga suka eror suruh ke customer service pelayanan juga gtu kadang""ga terhubung udh vaksin ke 3 sertifikat vaksin belum muncul padahal di puskesmas sudah di input suruh call center ttp aj",1
"Sumpah ribet bnget setelah satusehat, di beri no OTP ,setelah di masukan no OTP ny mlah ga bisa,,mksud ny apa coba??? tolong beri alasan apk satusehat mobile????",1
udah vaksin ke 3 tapi sertifikat nya ga muncul brader,1
Aplikasi opo Iki angel pol GOR arek cek sertifikat vaksin.balikin lagi peduli lindungi,1
⁷c78v 7 iuovo776i,4
Pelayanan gak bagus orang mau urus sertifikat vaksin aja dengan alasan penyalahgunaan data vaksin padahal blum pernah sama sekali Kecewa banget,1
"Tiket vaksin booster 2 tak kunjung diberikan, sudah lewat 6 bulan dari vaksin 2 padahal sudah mengisi data dengan benar.",1
Apk rusak 2 tahun nunggui sertifikat vaksin dosis 2 ga muncul2 aj,1
Aplikasi ini bagus,4
"Masuknya susah banget woyy, ribet banget pdhl yg dulu gampang",1
"Aplikasi ngak jelas,ngetik tahun lahir aja susahnya minta ampun",1
"Mau masuk aja ribet,yang ngirim otp situ tp kaga bisa di pakai,emang indonesia bgt kalo ga ribet ga cuan",1
"Aplikasi ndak mutu, sudah 5 bulan belum keluar vaksin saya yang ke 3.",1
"Apk nya ribet, udah daftar suruh daftar lagi. Ngasih kode verifikasi gagal, di coba gagal aja padahal kode yang di kirim itu tapi pas di coba gagal Mulu.. fiturnya juga ribet bangett ga kaya yang dulu lebih mudah. Kurang rekomen kalau ga penting banget ga perlu di download.",1
Aplikasi satusehat sangat penting bagi pelamar kerja dan keluar daerah,5
Setiap keluar rumah gosok hidung mulut telinga dahi dgn minyak kayu putih..baru pakai masker,3
n 6reh,4
"Tolong dong responnya di ig sama email di wa juga gak bisa. Saya udah booster tapi gak keluar"" sertifikatbya di aplikasi",1
"Data Tidak Aman, Masih ada manipulasi pencatatan hasil pengujian,.",1
Ok,5
"Tolong dong buat developer sertifikat vaksin ketiga belum keluar di apk satu sehat, padahal di puskesmas sudah di input, tetep aja tidak muncul di apk satu sehat nya, tolong bgt buat developer karena saya butuh banget buat melamar pekerjaan",1
"Kenapa saya gx login sedangkan data udah sesuai, gimana ni parah banget",1
Bagus dan lancar,5
"Kemenkes nya slow respon,",1
"makin ribet saja, makin di update main banyak bug",1
"Terus kembangkan, agar lebih mudah digunakan dan menyeluruh untuk android low/mid-end",5
Bagus sangat membantu,5
"Kode verifikasi yang ditulis sudah benar sesuai dengan pesan yang masuk malah salah terus, padahal jelas-jelas masukin kode sudah benar sampai di cek tidak salah kode tapi sistem yang kurang jelas Malah muncul tulisan kode salah terus🙏🏻",1
"Sudah vaksin booster tpi sertifikat masih tidak muncul, katanya suruh updt apknya, udah di updt masih aja blm muncul. Vaksin jadi syarat administrasi tpi sertifikat ga muncul-muncul",2
"Dari semua fitur sudah bagus tapi ada 1 hal yang sangat mengecewakan, saya login dengan no hp saya tetapi data yang muncul punya ibu saya dan jika saya login dengan no ibu saya data yang muncul juga punya ibu saya, jadi data saya itu ada dimana? Saya sangat kecewa karena saya tidak bisa claim sertifikat vaksin saya, MOHON CEPAT DI TANGGAPI DAN DI PERBAIKI",1
"lebih ke aplikasi GA GUNA SI mau masukin kode otp aja salah salah ,padahal dia sendiri yg ngasi tau kodenya BERAKK",1
"Mau masuk lagi karena ke hapus,eh kode otp salah katanya padahal udah bener",1
Saya mau ajukan booster tidak bisa dikarenakan tidak memiliki tiket padahal saya sudah 18 tahun lebih di chat wa dan email pun tidak di respon! Kalian kerjanya ngapain? Kalian di gaji oleh negara dari uang pajak kami!,1
"Mohon maaf ya bintang satu. Kode otp sesuai pesan wa resmi tapi kok di denied sama app nya. Tolong kerjanya di giatin lagi ya kakak² developer. Link tautan auto log in di app lain aja ada, lah ini? Jangan pura² buta dan tuli saran",1
"Gak guna malah gak keliatan status vaksin 1,2,3booster 1, 4booster 2 nya",1
Mantul,5
Ok,5
Otp ga terkirim tolong lain kali sewa orang yg bener buat programnya,1
Log in susah amat kode verifikasi gak ada,1
abis di update malah ga bisa akses,1
"Aplikasi bobrok, massa harus login mulu",1
"Waktu masih apk peduli lindungi data masih aman setelah update data"" hasil vaksin malah hilang sudah daftar tpi datax masih aja hilang dan apkx ribet",1
"Aplikasi tidak siap edar, kode verifikasi tidak terkirim. Masuk pakai e-mail juga tak bisa.",1
Ribet,1
Oke makasih,5
Aplikasi nya sanggat berguna ...dan mudah di guna kan,5
"Kode OTP masa d bilang salah, padahal kalian sendiri yg mengirim. Ngapain sih di-update dan ganti nama segala kalau malah bikin ribet gini, bayar programmer yang bagus dan hebat lah.",1
"Ga wa ga apk sama aja lelet. Tiket vaksin booster saya tidak muncul-muncul di satu sehat, chat di wa kemenkes ga dibales bales, sangat bagus sekali pelayanannya ❗❗❗",1
"Gak jelas aplikasinya masa mau cek sertifikat vaksin malah tulisannya belum pernah vaksin sama sekali, padahal dulu di peduli lindungi ada. Mohon tanggung jawabnya, ngerubah malah menyusahkan.",1
"Jelek anjr sertifikat GK muncul2 trs masa tbtb gua dinyatakan ""Belum Vaksin"" mau nyuruh mati vaksin terus emang? Udah 3x SETAN GUA VAKSIN",1
"Jadi ilamg sertifikat vaksinya,makin kesini makin ga jelas ini aplikasi",1
Masa sertifikat vaksin saya hilang. Saya udah vaksin sampe vaksin boster. Besok saya mau terbang pakai pesawat lagi. Gimana si?,1
"Sudah di update malah ngaco, aplikasi jelek!!!! Saya sudah vaksin 1 dan 2, booster 1. Tapi keterangan nya belum di vaksin sama sekali. 👎👎👎",1
