content,score
"Downlod ini buat nugas hhahha, tapi bagus jujurly",5
sangat mudah buat pengeditan,5
Sangat rekomendasi banget bagi mahasiswa yang punya keperluan untuk bikin ppt di manapun tempat,5
Kok aplikasi canva saya gak bisa di buka?,1
bagus,5
bagus,5
personal,5
Bestt aplication i ever use,5
"kerennn banget,aku suka canvaaaaaanya",5
sangat memudahkan untuk mengedit,5
bagus buat ngedit,5
love canva,5
Sangat membantu,5
good,5
Jelek karena tidak offline,1
"mudah, cepat n memuaskan👍",5
"Sangat mudah, efisien, bermanfaat sekali.",5
bagus,1
keren,5
good,4
sangat memuaskan,5
sangat bagus,5
blomfaham.masi blajar,3
mantap banget asli,5
sangat bermamfaat,5
🗿,5
lumayan membantu walaupun agak lambat,4
sangat membantu,5
aku puas,5
Aplikasinya sangat bagus,5
"Mantabe,Mudah menggunakannya",5
bagus,5
bagus,5
Ok ouyyyyz56xg g. F.bu7 hi v8i 88hjvh8 8 ku cuma bm nj97,2
keren 😎,4
bagus buat bikin poster,5
sangat bermanfaat,5
semuanya tersedia di canva. aplikasi ini sangat membantu. pokoknya terbaikk,5
7i55 umur he5,2
bagus banget,5
pengalaman seru pakai canva,5
ok,5
sangat baik,5
He,5
So good,5
mantap,5
👍👍👍👍👍,5
sangat keren,5
good,5
Binta empat,4
bagus,5
bagus nyaman sangat membantu,5
keren,5
baik sekali,5
keren,5
ok banget aplikasinya,5
mantabbb kaleeee,5
Kalau kualitas pengeditan dan fitur fiturnya sudah ok kalau bisa fitur premium perbulannya di kasih murah sedikit .,5
sangat baguss makasih yang buat aplikasinya,5
"bermanfaat sekali untuk aku yg masih pelajar, jadi tau banyak hal",4
good,5
"sangat membantu, thankyou",5
good,5
bagus,5
membantu sekalii!!,5
mantap lah,5
bagus dan tingkatkan,5
niceee,5
Bagus,5
bagusssss,5
"Jaringan bagus"" aja tp canvanya g bisa dibuka pepek kau",1
sangat bagus,5
sangat baik,5
Bagus. Bisa dibilang simpel tp hasilnya lebih menarik daripada MS. Powerpoint. tapi sering gagal atau super lama prosesnya kalau lagi generate downloading video pakai hp. Di laptop aman.,3
karna cepat,4
Sangat maknjaaa,5
ok,4
bagus 👍😍😊,5
Alhamdulillah dengan canva semua jadi lebih mudah,5
susah '' gampang,5
Elemen dan tambahkan fto tidak bisa digunakan,3
mantap mantap mantap mantap mantap,5
applikasi bagus banget tapi sayang aga lemot,5
bagus,5
"Saya mau nambahin gambar, tapi tombolnya tidak muncul. Buang-buang waktu, ga guna, lu pikir lucu gini? Ngebug trus ni aplikasi. Di optimisasi lagi untuk perangkat android. Jangan bikin emosi nih",1
canva sangat keren,5
KENPA HARUS BAYAR,4
Bagus sangat saya bisa dipakai,5
sangat membantu saya,5
"keren bang, gw suka",5
Masyaallah baru tau aplikasi sebagus ini dan so memudahkan sekali,5
KEREN KEK NYA WKWKWK,5
Erwin Trinanda,5
"Than You,",5
Terlalu lelet,1
.kekdk,5
jos,5
Bagus,5
"Canva anjg lemot wait animasi nya bikin lama,, mending gausah di taruhin 🖕🏻",1
wow,5
màntappppp,5
bagus baget,4
bagus banget 🥰 aku suka terima kasih,5
bagus dan memudahkan saya,5
ngeriu,5
cakep,5
tampilan sangat memuaskan,5
aplikasi canva sangat perfeck,4
sumpah kok tambah lambat Ya Allah,1
bagusss bangettt,5
bagus,5
"Terbantu banget sama canva, terimakasih canva",5
baik,4
suka bagus banget tapi buat login ke akun belajar susahhh,4
bagus,5
bagus pokoknya,5
mantap,5
Aku sukah,5
mantap,5
Aplikasi yang sangat bagus,5
aplikasinya sangat bagus walau awalnya lumayan bingung,4
"Aplikasi yang sangat membantu dalam membuat konten di media sosial untuk iklan dll, fitur dan elemen-elemen nya lengkap dan sangat mudah digunakan.",5
Berpikir kreatif,5
sangat bagus tapi saya agar gk tau ngeditnya😃,4
aplikasi nnya sangat membantu,5
Gak bisa bayar yang peremium karena para siswa ke susahan untuk membayar tolong di degar min,1
perlu ditingkatkan lagi,1
good canva,3
sangat membantu,5
sangat membantu aplikasi ini,3
jji,1
is the Beatles,5
perdana menggunakan aplikasi ini... semoga dpt membantu sy dalam kerja sy di sekolah.,4
Luar biasa,5
happy carnaval at independent day,5
good bangetttt,5
blm nisa,3
ok,5
bagus banget,5
"Saya biasa pake canva web versi gratis. Hari ini kaget kok gabisa download, ternyata semua fiturnya yg sebelumnya gratis sekarang sudah bayar. Cuma setting ukuran yg sebelumnya gratis sekarang sudah bayar. Padahal semua desain ada ukurannya, saya sudah coba ganti akun juga untuk download harus bayar. Jadi selamat tinggal canva saya harus ganti aplikasi lain",2
"Aplikasinya bagus banget, banyak juga template nya",5
like,5
bagus banget kalian wajib dowload aplikasi ini,5
aplikasi yang benar benar bagus❤,5
Bagussssd,5
bagus aplikasi,5
"Woee anjingg kemblikan dana saya, sy TDk pernh berlangganan atau memakai apk canva pro ngentott, seenaknya saja ngmbil hak oranggg",1
"Terkadang aplikasinya nge lag, terus kadang keluar masuk. Saran saya hanya perlu diperbaiki saja.",3
sangat baik,5
Gabisa di instal.,1
bagus untuk membuat poster,5
sangat bagus,4
mantap,5
ok keren banget,5
Bagus banget,5
Bagus pol,5
Bagus banget soalnya biasanya ngebantu aku bikin desain buat kerja informatikaa nilai ku ngedesain pakai canva jadi kerenn,4
bagus,5
makasih,5
sangat bermanfaat untuk seluruh pelajar dan mahasiswa,5
good job,5
"Sangat praktis, mudah digunakan, dan membuat design sesuai ide kita 🥰",5
sangat membantu.. terimakasih,5
Juara 1 aplikasi paling lemot 😁👍,1
"Aplikasi sangat bagus, fitur lengkap dan tidak lalot, sangat membantu dalam mengedit foto dan video",5
Iseng aja,1
nice bagus no blurr,5
mantap,5
"Bagus, gak banyak iklan",5
sangat bermanfaat,5
good,5
baik sangat membantu,5
ok,5
sangatttt bagus dan membantu,5
bagus,5
sangat bagus,5
Bagus banget gila!!!,5
👍,5
bagus,3
bagus,1
good,5
Sangat memuaskan,5
sukaaa Bgtt bisa bantu kita buat tugasss,4
mantap pokoknya,5
mantap untuk guru,5
bgus,3
mantap,5
keren,5
sangat memuaskan,5
bagus,5
mantap,5
aplikasi yang sangat bagus,5
bagus,5
cepet bisa kuasai desain,5
bagus bngtt apk nya,5
mantep,5
bagus,5
Baik dan bagus,5
sangat bagus saat ingin membuat presentasi dan membuat logo,5
jos,5
mantap,1
Bagus 🤙,5
Bagus banget aplikasi nya,5
luar biasa,5
Bagus bangt nih apk tapi 1 masalah pas login pake akun belajar.id malah ngak bisa Itu doang kekurangannya pas udah login malah harus update padahal udah latest update,5
sangat sangat bagus dan bermanfaat,5
sangat bermanfaat,5
"sebenarnya canva ini sangat bagus membantu tugas presentasi saya, tapi saat saya ganti akun biasa menjadi akun belajar id dia tak bisa terdaftar, saya sudah uninstal dan download lagi tapi tetap tak bisa mengapa tak dapat diakses canva. ???!",3
mantap,5
Top,5
keren,5
manthab....,5
"sangat membantu, pekerjaan jadi ringan",5
Bagusss,5
bagus cocok buat logo👍🏻,5
mantap,5
"Canva egois waktu itu ngedit berjam jam di laptop pas mau di save kaga bisa, yaudah deh gw nyerah aja 3 jam cari cara buat save tuh. Save buat di edit ulang pun gabisa... Gatau males lagi pake canva",1
Min kenapa saya udh jadiin ppt kenapa gambar tidak muncul cuma tulisan dan background berwarna doang ??,3
good,5
Saya kasih bintang 3 dulu yaaa,3
bagus buat pemula,4
Ok,5
the best,5
"Makasih canva, Aku dapet kado lucu gara-gara kamu 🥳",5
sangat membantu,5
top,4
"Apaan nih aplikasi, eror mulu pas masuk.Loading-loading gak jelasss,padahal jaringan internet lancar.Udah pake yang berbayar percuma.Sama jeleknya",1
terbaik,5
aplikasi mantap coiii,5
Baru mencoba,3
good,5
keren,5
wowwwwwwwwwwww,5
bagus sekali menggunakan canva,5
good,5
sangat membantu makasih udah menciptakan ini,5
good jobs,5
memuaskan,5
bagus pokoke,5
istimewa,5
Kurang suka soalnya gajelas,2
Gak bisa nhedit eror,1
bagus,5
mantap men,5
ok,2
👍👍👍,5
baik,4
sangat membantu desain,5
mudah untuk mengedit,5
"bagus, sangat bermanfaat",4
suka sekali dgn app ini smoga semakin maju,5
Entah mengapa sejak september ini canva menjadi sangat lambat bahkan tidak bisa dibuka padahal internet sudah sangat kencang. Mohon segera diperbaiki,2
sangat membantu,5
aplikasi yang sangat bagus,5
bagus,5
mantap,4
wapik,5
Bagus,5
Kenapa aku sudah berkali kali download aplikasi canva tapi tidak bisa masuk terus ya padahal lagi butuh banget,1
puas,5
bagus,5
"Lemot bet kalau jaringan tiba"" hilang gabisa menghubungkan ulang",3
seru banget,5
Bagus kenapa selalu suka lemot,4
sangatembantu,5
memudahkan mendesain ppt,5
terbaik👍💯,5
👍,5
"Aplikasinya LEMOT BANGET!! Mau ngesave project aja susah, tulisan unduh ga bisa di klik!",1
Sebener nya canva itu bagus tetapi mengapa saya mengedit selalu lemot?,2
sangat baik,5
canva keren banget dan juga bagus banget,5
"Canva Aplikasi edit terbaik menurutku karna untuk mengedit foto lebih banyak pilihannya,Dan Banyak template menarik!",5
suka,5
sangat membantu,5
Bagus banget aplikasi ini untuk edit foto,5
bagus,1
bagus banget dan mudah,5
"good application, I love it",5
isjsk,5
keren bagus banget,5
Manatap editing,5
Aplikasi sangat bagus dan membantu bisa di tingkatkan lagi menu nya menjadi lebih lengkap,5
bagus,3
"Fitur Disini Bagus Banget, Lebih Gampang Dan Simpel!",5
Hmmm apa sekarang buat ukuran khusus di hp yang cm nggak bisa diteken sebell😡,1
sering ngeleg,4
The Best,5
sangat baik untuk tugas mendisein tugas,5
To bad,1
"bagus tapi kurang, au ah Bingung ngejelasin nya",5
Aplikasi yang memudahkan untuk mengedit secara cepat dan hasil maksimal,5
sngat bgus aku suka bngt sama apk ini,5
"Apknya bgus bgt....berguna untuk mengedit foto/video, membuat logo,membuat poster DLL dan udh tersedia template jdi jgan khawatir untuk yang gak bisa membuat logo,poster,mengedit foto dan video karena template nya banyak bagettt dan juga bagus²,terima kasihhh Canvaaa.",5
menyenangkn,4
sangat bagus,4
Mantap Canva,5
mantap sangat baik,5
keren,5
ok,5
jozzz,5
cukup menyenangkan buat saya yang blm punya pengalaman dalam mendesain gambar,5
ok.mantap,5
bagus dan mudah di pakai,4
sangat berguna,5
ok baik,3
jren,5
"mudah di pahami fitur nya, utk yg baru download g bakal bgung.",5
Ini apknya mantal,5
mantap,5
masih belajar jadi belum terlalu bisa,4
memuaskan,5
sangat membantu,5
sangat membantu sekali,5
mantap,5
baguusss bngett bisaaa buuatt keperluan sekolahh😭😭🙏🙏,5
👎🏻👎🏻👎🏻👎🏻🚩🚩🚩,1
baik,5
"Aplikasi yang bagus dan user friendly, bisa edit berbagai macam. Kebutuhan dan bs menunjang bisnis dr HP semoga fitur2 semakin diupdate ya :)",5
keren asli gak pernah mengecewakan,5
kontolk,1
best,5
gatau lah jangan tanya saya,4
bagus dan membantu bngt🙏,5
Aplikasi nya bagus,5
Kenapa eror tdk Bisa di gunakan,1
Kenapa tidak bisa unggah font lagi di canva,2
bagus banget buat ngedit tapi harus beli premi dulu kalo mau gada watermarknya hadeh,5
mantappp..mengekspresi...,5
"Sangat membantu bagi saya pelaku umkm. Terimakasih telah menciptakan aplikasi yg sangat bermanfaat dan mudah untuk digunakan, bebas iklan dan up to date ❤",5
kereenn bgt pokonya,5
benar benar membantu,4
bagus,5
keren,5
keren,4
Aplikasi boros data. Jaringan harus bagus. Tolol gk usah didownload. Ada fitur pro yg menggangu.apl suka ngebug,1
"Saya senang dengan canva ,semakin terbang tinggi",5
bagua,5
goog,5
butut,1
sangat bagus,5
belum bisa menggunakan nya,4
mantap,3
mudah di gunakan,5
bagus banget aku bisa desain sepuasnya love canvaa,5
"bagus, sangat membantu",5
Tidak bisa didonwloat padahal jaringan full,1
"Fitur sangat lengkap untuk pengeditan foto dan yang lainya,,,,,dan untuk mendapatkan fitur premium juga kita bisa akses melalui akun belajar.id yang dari guru sekolah kita. Namun sangat lah beribu ribu sayang,,,canva tidak memerhatikan fitur fitur dasar dalam pengeditan teks Terutama untuk menambahkan warna gradiasi di sebuah teks itu gak bisa terus untuk efek 3d mensi nya juga belum pas Terus transfarasi untuk memudarkan ujung foto juga belum pas Tolong Adain dulu fitur fitur dasarnya",3
sangat asik,5
keren,5
kren,5
ok,5
Terbaik,4
huhuhu,4
sangatlah membantu,5
bagus nih,5
👍,5
inibsangat bgus,5
sangat bagus,5
ok banget,5
good,5
aplikasii terbaikkk dan favorit ku🥰🥰,5
bagus,5
I can't refund my purchasing !!!!,1
menarik,5
"Alhamdulillah, dipermudah dalam menyelesaikan tugas dengan adanya canva",5
saya kasi bintang 4 baru mengunakan,4
sangat membantu,5
keren,5
oke,5
mantap,5
mantap,5
Aplikasi yang mantap dan praktis untuk bekerja secara mobile,5
👍👍,5
Very good app,5
sangat bagusssss🖕,5
"Keren dan simpel perpanjang yg free ibadah bagi mereka yg sedang belajar,,, thx",4
mantap,4
sangat membantu untuk membuat desain👌,5
Ok,5
bagus 😎👍,3
mantap,5
Ke install nya lama banget,2
bagus,5
gak tau cara pakai buat promosinya sangat ribet,5
Kenapa akun belajar saya gak bisa masuk,1
Great!!!! Sangat membatu sekali dalam fitur juga variasi lumayan lengkap,5
mantap,4
Canva aplikasi editor gambar terbaik,5
bagus,5
SUKAA BANGETS,5
bagus,4
bagus banget buat belajar,5
baik,4
"bagus, bermanfaat.",5
Bikin rusak Hp. Semua jadi lemot,1
gampang pemakaiannya,5
keren,5
Bagi saya Canva itu bagus sekali untuk pelajar di Indonesia karna kalo tidak ada Canva mungkin aku enggak akan membuat Instagram kelas yang bagus tapi semoga Canva lebih cepat berkembang dan banyak mengeluarkan fitur fitur baru terima kasih Canva 😊,5
App tai,1
aplikasi sangat bermanfaat.,5
tidak cukup uang untuk berbayar di gratisin boleh nggakkk!!!!,1
sangat bagus,5
sangat bagus,5
bagusss,5
kbagusss,5
good,4
nice,5
Aplikasi yang sangat membantu dalam membuat desain/edit mengedit/ logo dll. Tapi masih ada kekurangannya yaitu bug. Tolongg perbaiki... Terimakasih,4
nangis bgt padahal gak premium tapi uang di dana ku ke potong 100 ribu padahal itu uang terakhir :(,1
bagus,4
sangat membantu,5
"P, tolong ya fiturnya diperbaiki dengan benar. Editan pacar saya hilang semua jadi ngulang dari awal lagi, iya kalo hanya 1 ini bejibun dikira ga cape apa? Bikin menghabiskan waktu saja.",2
bagus,4
bagusss,5
9lmmmlmm ammmammm,1
memang mantaplah untuk desain..,5
luar biasa,5
melieurkan,2
Kenapa susah banget sih masuk pake akun gmail yang udh terdaftar,1
top,5
"Apk terlalu berat, WiFi aja ngga ngakat pakenih apk pada hal buat stream bagus aja tuh jaringan...menurut gua nih apk jelekk",1
"sangat membantu saat membuat poster, tugas",5
Saya tidak bisa meng updet nya,3
sangat bagus,5
sangat membantu,5
"Canva aplikasi editor yang keren!! Tapi sayang, canva lambat merespon. Saya hanya berharap canva diperbaiki lagi agar lebih mudah lagi. CANVA MEMANG KERENNN!! I will love canva ❤",4
ol,4
good,4
lumayan bgus,3
apk ini sngt bagus dan membantuu,5
Aplikasi ini sangat membantu kita dalam mempermudah editing.. Tidak perlu repot repot lagi.. Keren,5
keren tp sayang udh login akun belajar id eh canvanya malah eror,4
kelamaan klo mau unduh gambar,2
goood,5
sangat berguna,4
bagus,1
Fiturnya udah komplit hanya saja makin kesini jadi lemot banget bahkan hampir tidak bisa di buka padahal sinyal bagus.,2
Gak bisa login kntl,1
"aplikasi canva sangat bagus untuk membantu pekerjaan saya selama ini,saya sangat suka aplikasi ini.",5
Banyak magfaatnya,1
"Aplikasi ini sebenarnya bagus tetapi lag nya terlalu parah, loading terlalu lama, padahal saya gunakan untuk aplikasi lain yang lebih berat lacar - lancar saja, mau sampai kapan aplikasi ini masih mah loading nya lama terus dan banyak bug? Mohon di balas developer🙏 saya ingin tau jawaban Anda, Developer.....",1
bagus,4
jos,5
terimakasih banyak sekali aplikasi canva ini sangat membantu saya🙏,4
sangat cantik kiyuuu,5
Good,5
"Sangat membantu dalam tugas editan saya, Thanks Canva😁",5
Diluar ekspektasi,1
apk nya sangat bermanfaat 👍,5
kerja bagus,5
Apk lemot,1
bagus menarik,5
"Halo kak, saya coba login tapi keterangannya alamat email tersebut telah dihubungkan dengan akun Canva dan tidak bisa masuk itu gimana ya?",3
hallo developer saya ingin mengatakan kalo kenapa saya dowload canva buat tugas sekolah tapi loading masuk ke canva nya lama dan gabisa kebuka di hp tolong diperbaiki lagi,2
aplikasi ini bagus,5
Enak kerjaan kita terbantu,3
Nge-lag banget ajg,1
Gabisa login akun dan selalu menutup aplikasi sendiri,1
Di coba Dulu ya,3
membantu perkuliahan,5
g asik,2
"Aplikasi nya baru di buka sudah buat saya kesel padahal jaringan oke,terus memori internal banyak tapi ngak bisa di buka aplikasinya selalu saja muncul tulisan muat ulang 🗿🗿",1
mantap👍👍👍👍👍,5
Sangat membantu,4
mantapsh,5
bagus,5
Aplikasinya masih banyak bug banyak banget bug landscape lah bug gak bisa pencet apa apa lah ini aplikasi masih cacat tolong segera diperbaiki kalo tidak lama lama ini aplikasi jadi aplikasi sampah dan saya pas ngedit padahal saya cuma nempelin 1 foto tapi harus bayar dasar apk mata duitan.,1
"Sangat membantu pelajar pancasila di waktu seperti ini yang hari hari di beri tugas untuk membuat ppt dan presentasi, ssmoga fitur fitur canva ke depan semakin canggih",5
"Keren bgt pliss,bisa buat design bajuu,design posterr,dan lainlainn",5
baguss,5
"Aku kenapa ya gk bisa masuk pakai aku belajar padahal sebelum aku update udah bisa, tapi kok sekarang ada tulisan ""canva mengalami masalah teknis "" Ini sebenarnya kenapa plisss aku butuh buat belajar 😭😭😭😭😭😭",3
Aplikasi nya bagus buat ngedit maupun buat tamplet pembuatan CV👍👍,5
bgus bgt 😊,5
Good Job,5
membantu bagt,5
Lemot,1
baik,5
"Sangat baguss, gampang dimengerti untuk desain pemula sepertikuuu, rekomend dehh pokoknya",5
ngebantu bangetttttt,4
good apk,5
sangat bagus,5
sangt bagus,5
"tolong yaaa min,saya dari tadi udah hampir 2 jam nungguin loading buat premium ga bisa² pdhl singal saya bagusss tdk macet², tolong perbaiki segera,saya tunggu respon kalian.",1
Sejauh ini cukup baik,5
Aplikasi ini membantu sekali Didalam bidang sekolah juga,5
Ok,5
Edit Yang bagus sekali,5
keren,5
AA lucu aku suka,5
bagus,4
Aplikasinya sgt bgs utk editvideo dan foto jg lagu,3
Sangat membantu,5
Lumayan untuk pemula,4
sangat puasss,5
mantul,5
good,5
saya sangat suka sekali,5
aplikasinya berjalan sangat lambat,2
canva ini bagus untuk apapun dan lengkap lagi,5
perbaiki lgi,4
sangat bangus,5
ketika di download selalu loadingnya luama bgt & tetep gk bisa,1
Canva ini sangat bagus dan semua gambar²nya sangat aestetic,4
Sukses,5
"canva luar biasa, great",4
UNTUK FITUR RUBAH SIZE KOK ILANG DAN MAKIN SUSAH LEMOT ENAKAN YANG DULU SMOOTH FITUR BIASA CUMAN OKE,1
good as hell,5
nugas bro jangan males,5
Sang at bai)k,5
Error gak bisa dibuka,1
bagus,4
mntp selalu diandalkan,5
terbaikkkk!!!!!!,5
bagus sekali,5
"Sangat bagus,cocok untuk mengedit",5
good,4
terbaik,5
"Sangat membantu dalam mendesain konten entah itu untuk business maupun untuk kepentingan pribadi, berupa foto, video, atau keduanya . Semakin banyak pilihan desain yang menarik, dengan warna-warna yang elegan. Dengan canva membuat promosi jualan semakin eye catching. Tidak hanya itu, kita juga bisa bikin daftar, bagan, tabel, juga quote-quote yang relevan dengan kehidupan. Tinggal pilih desain mana yang ingin dipakai untuk konten kamu, juga quote mana yang relate dengan keadaan kamu.",5
mantap,5
oke mantap,5
sangat membantu,5
"terimakasih canva, membuat segala sesuatunya menjadi mudah",5
great🤩🤩,5
bagus,5
guud,5
ngune,5
"Akhirnya dapat aplikasi yang gak bikin pusing kalau lg ada tugas presentasi, disini template nya banyak bgt yang menarik",5
bagus banget,5
Alhamdulillah udah dibenerin sama Mimin nya🥰 makasih ya minnn....,5
sangat bagus untuk mengedit foto danembuat logo 😁,5
Sangat membantu,3
kebanyakan yang gak bisa di buka karna pro,4
aku suka sama desain nya bagus bagus semua tapi harus bayar😭,4
Tidak beguna,1
Aplikasi sangar keren,5
bagus banget aplikasi nya.. sgt mmbantu,5
mantab,5
Bagus,5
keren Amazing,4
bagus,5
is the best untuk pemula,5
"Aplikasi yg sangat bagus. Bnyak fitur"" nya dan sangat mudah d gunakan.. 😇😇",5
sangat membantu untuk pelajar,5
Siapa saja bisa jadi desainer grafis,5
KUONTOLLLLL,1
aplikasi nya bagusss👍👍👍👍,5
Istimewa hasilnya...,5
keren,5
"Bagus,berguna sekali Buat pembelajaran",5
Bagus si wirr,5
aplikasi sangat baik,3
jos,5
Sagat bermanfat,5
Sangat cocok bagi anak muda,5
"puass ,baguss bangettt!!! ga kecewa sama sekaliii",5
aplikasi mudah di gunakan dalam hal mengedit dan sangat membantu sekali,5
nice spk,5
Gabisa download file padahal bukan Premium,1
bagus,5
bagus,3
Gk suka aja,1
bagus cedde,1
"untu fitur AI tingkatkan lagi,,dri segi fitur dah bagus",5
Gj jing kaga bisa log pake google sekolah,1
aplikasinya sangat membantu,5
Lelet bangett versi mobilenyaa,1
mantap men ga usah download udh ada di google gratis cokk,5
Bad,1
Sangat lama waktu yang di perlukan untuk menyimpan satu foto. Mohon segera di perbaiki.,3
Cara menyimpan file terlalu sulit,2
Oh,3
😁😁😁😁😁😁,5
nice,5
Alhamdulillah selama ini sangat membantu dan aplikasi nya mudah di aplikasi kan,5
keren dan memudahkan,5
bagus,5
"Wow,, Luar biasa sekali. membantu UMKM utk Promosi good Luck Canva",5
"bagus, dan bermanfaatl",5
good,5
Aplikasinya lemot,1
"Kenapa ga bisa terus login yaa, setiap mau login malah selalu masuk ke browser. Padahal butuh banget aplikasinya buat bikin tugas ppt",2
mantaaap,5
Kacauuuuu dulu pertama bagus sekarang hadeuhhhhhh. Hasil edit video enggak bisa di unduh sudah nunggu 2jam,1
"mantap, bebas berkreasi",5
sangat mempermudah pekerjaan saya,5
apk mantap dan ringan untuk dipakai,5
baik,4
sippp,5
ok,5
keren banget,5
bagus banget,5
mantap betulll,5
goodddd,5
aplikasi nya keren bngett,5
nice,5
Menjadikan kreasi lebih bersemi,5
ok,4
bagus,5
mantaplah,4
bagus tapi belum mengerti benar,5
hel my jobs very good,5
emezing,5
nice apk,5
kasih 1 dulu soalnya lum faham enakan di aplikasi youcat,1
Makin lemot aja,1
bagus bagus !! Sangat sangat membantu sekali 😍,5
sngt baik bagus dan kereatif,1
"sebenarnya sudah bagus, fitur, dll nya sudah bagus,tetapi kenapa kendalamya selalu di jaringan ya?, padahal koneksi bagus,ram cukup banyak, aplikasi sudah di tutup paksa dan dimuat ulang, tetapi tetap saja seperti itu, bahkan aplikasi yang tidak si gunakan pun sudah dihapus tetap saja begitu, tolong di benarkan ya bug nya, terimakasih",3
puas.bagus bgt,4
good style,5
𝖛𝖆𝖌𝖚𝖉𝖘𝖊𝖐𝖆𝖑𝖎,5
baik sekali,5
SUMPAH LEMOT BGT CANVA SEKARANG,1
"Aplikasinya sangat lemot, buang waktu nungguin gambar terbuka, padahal jaringan bagus, memori banyak, baru saja di perbarui, kecewa sama canva, padahal dulu masih oke, tapi sekarang mlh makin lemot",1
bagus,5
aplikasi canva sangat membantu sekali walau saya rada2 bingung😁🙏,5
lopeeeeee,5
Good Apl,5
"Aplikasi Ini Sangat Bagus, Aku Sangat Menyukainya 🤩",5
mantap jiwa,5
kk tolong dong di apdet yang bisa di hapus kk aku salah pencet terus itu juga aku jadi yesel dan aku hapus tetep masih ada,2
"mantap, keren",5
bagus mantap,5
Canvany makin lama makin aneh masa unduh vidionyg udah di edit ga bisa bisa pdhl aku udah hapus semua apk yg berat ttp ga bisa sampe seharian nunggu loading ny lama ngebug jga gajelas sumpah,3
sangat keren membantu Banget,5
bagus,5
luarbiasa,5
bagus tapi lama kali ngunduh ya,4
aplikasi nya baguss saya suoa sekalii,5
keren & sempurna,5
ajibb,5
gak bisa pakai canva pro,4
bermanfaat,1
kadang lemot malesin,3
bagus banget aplikasi nya,4
Aplikasinya sangat membatu dalm mengedit...,4
puas bngt sama hasilnya😍,5
dapat membantu,4
Ribet susah,1
sangat membantu,5
cukup baik,4
sangat bermutuh bagi pekerja yang membuat cv,5
Ggmu,5
Tampilan makin buruk untuk HP,1
"Kalo udh tau algoritma pengguna, pasti langsung di bikin pro bahan"" element nya",1
"Edit design logo jd lebih mudah, dg beragam fitur yg menarik, mempermudah pekerjaan tentunya.",5
keren dan bagus,5
top,5
sedang berusaha untuk menjadi baik,3
jos,4
aplikasi nya bagus bangettttttt,5
Sinyal padahal bagus cuman gagal gagal terus bikin emosi,1
keren,5
terimakasih sangat membantu,5
baik,5
😎👍Baguss,5
burem,1
sangat bagus,5
bagus,5
sangat membantu untuk kita,5
aplikasi the best,5
"oke mantap lah pake canva ini, memudahkan desain",5
Enak aja bisa ngedit Bantu ortu buat lebel keripik bagusss,4
sangat membantu,5
lucu.✨✨🐻,5
"Canva adalah aplikasi editing yang sangat bagus untuk pemula, karna banyak menyediakan tamplate, sehingga mudah untuk pengguna aplikasi yang masih belum menguasai editing",5
kerenn aplikasinya ngga mengecewakan dan ngga kalah bersaing dengan aplikasi lain,5
"aplikasinya sangat bagus dan mudah digunakan, dan fitur fiturnya juga lengkap",5
N wa Inna nama. J,5
bagus,5
uhtpyottpttp,4
mantapp,5
mantap,5
Sangat 2 membantu,5
keren,5
Bagusss syekaliiii,5
"Gak bisa dibuka habis login, fakk",1
"Terbaik,.....",5
mntappp,5
oke,5
sangat membantu saat kesusahan belajar,5
mantap,5
baguuss,4
aplikasi ya sangat bagus,4
I t mo 6 .n. . N,5
sangat bagus,5
bagus,4
"Sangat Buruk sekali untuk di gunakan di hp, ada masalah jaringan, bug, Ngelag, Juga suka keluar masuk terus, yang download pasti nyesel🤬🤬🤬",1
GG buat gambar postur iklan dll dalam mengerjakan tugas sekolah Btw gw masih smp,5
cukup membantu,5
baik,4
luar biasa,5
lumayan,5
bagus,5
sangat baik terimakasih canva,5
"Canva ini begitu bagus banget,tapi jangan ngeleg2 lagi dong canva jadi hasilnya agak jelek sama kata adekku""seru banget kak"" makasih y canva",5
🥰,1
sangatt membantuuu❤️,5
sangat baikk,5
Saya membutuhkan bantuan terkait pembayaran langganan yang gagal. Harus menghubungi kemana?,3
bagusss bgettt,5
sangat baik,5
ok,5
Maaf tidak bisa ngasih lebih soalny ga bisa di dowload,1
very good,4
"bagus,tapi Masih ngebug",4
sangat bagus untuk mengedit 😍😁,5
bagus,5
bagus,5
"semua ada disini ,cocok untuk promosi jualan,",5
bagus sekali,5
Mending,3
Kenapa tdk bisa kebuka aplikasi canva di handphone.. Tulisannya error 403... Kenapa ya... Padahal email udah dimasukan,4
Font nya gak ada yang biasa saja masa tulisan bawahnya tulisan padahal cuma 1 malah 2 beban,1
Top,5
Ok,5
bagus,5
"canva, aplikasi edit terbaik",5
Aplikasi ini membantu editing video dengan mudah🎥🎥🎥,4
Mantap👍,5
top🔥,5
bagus aja,4
ck anj,1
good,5
oke,5
Silmi Dhiya Ulhaq,3
sukak banget🤩,5
bagus,5
canva no 1,5
mantap bro,5
terimakasih,4
"gampang buat desain apapun, pokoknya pelajar wajib banget pake apk ini....",5
ok,5
Canva kayak nya baik banget sama aku Aku ricxquees yang rendah tapi pas aku liat hasilnya lumayan,5
kereen,5
Terima kasih sudah saya install dan bagus utk buat banner stiker dll,5
Data pribadi bisa bocor ke darkweb?,3
amazing,5
I love this app,5
baru mencoba pake canva,5
oke lah,5
keren,5
Abdul Qodir,5
bagus,5
yah,1
